iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
18,"(28, 3)","(29, 3)",West,"[((27, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 3)']","[(31, 5), (33, 1), (29, 4), (34, 1), (35, 1), (31, 4), (32, 3), (31, 1), (33, 3), (28, 3), (34, 3), (29, 3), (35, 3), (31, 3), (35, 2), (29, 5), (31, 2), (30, 5)]",13,0,13
19,"(27, 3)","(28, 3)",West,"[((27, 4), 'North'), ((27, 2), 'South'), ((26, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(26, 3)']","[(31, 5), (34, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (34, 3), (27, 3), (30, 5), (33, 1), (35, 1), (29, 3), (31, 3), (33, 3), (35, 3), (29, 5), (31, 2)]",14,0,14
20,"(26, 3)","(27, 3)",West,"[((25, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 3)']","[(31, 5), (34, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (34, 3), (27, 3), (30, 5), (33, 1), (35, 1), (29, 3), (31, 3), (33, 3), (35, 3), (26, 3), (29, 5), (31, 2)]",15,0,15
21,"(25, 3)","(26, 3)",West,"[((25, 4), 'North'), ((24, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(24, 3)']","[(31, 5), (34, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (33, 3), (35, 3), (26, 3), (29, 5), (31, 2)]",16,0,16
22,"(24, 3)","(25, 3)",West,"[((23, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 3)']","[(31, 5), (34, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",17,0,17
23,"(23, 3)","(24, 3)",West,"[((23, 2), 'South'), ((22, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(22, 3)']","[(31, 5), (34, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",18,0,18
24,"(22, 3)","(23, 3)",West,"[((21, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(21, 3)']","[(31, 5), (34, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",19,0,19
25,"(21, 3)","(22, 3)",West,"[((20, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(20, 3)']","[(31, 5), (34, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",20,0,20
26,"(20, 3)","(21, 3)",West,"[((19, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(19, 3)']","[(31, 5), (34, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",21,0,21
27,"(19, 3)","(20, 3)",West,"[((18, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(18, 3)']","[(31, 5), (34, 1), (28, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",22,0,22
28,"(18, 3)","(19, 3)",West,"[((17, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 3)']","[(31, 5), (34, 1), (28, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",23,0,23
29,"(17, 3)","(18, 3)",West,"[((16, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 3)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",24,0,24
30,"(16, 3)","(17, 3)",West,"[((15, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 3)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2)]",25,0,25
31,"(15, 3)","(16, 3)",West,"[((15, 4), 'North'), ((15, 2), 'South'), ((14, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)', '(14, 3)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",26,0,26
32,"(14, 3)","(15, 3)",West,"[((13, 3), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)', '(13, 3)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",27,0,27
33,"(13, 3)","(14, 3)",West,"[((13, 4), 'North')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)', '(13, 4)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",28,0,28
34,"(13, 4)","(13, 3)",North,"[((13, 5), 'North')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)', '(13, 5)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",29,0,29
35,"(13, 5)","(13, 4)",North,[],"['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 2)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",30,0,30
36,"(15, 2)","(15, 3)",South,"[((15, 1), 'South')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(15, 1)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",27,0,27
37,"(15, 1)","(15, 2)",South,"[((16, 1), 'East')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(16, 1)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",28,0,28
38,"(16, 1)","(15, 1)",East,"[((17, 1), 'East')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)', '(17, 1)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",29,0,29
39,"(17, 1)","(16, 1)",East,[],"['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",30,0,30
40,"(15, 4)","(15, 3)",North,"[((15, 5), 'North')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 5)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",27,0,27
41,"(15, 5)","(15, 4)",North,"[((16, 5), 'East')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 5)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (15, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2)]",28,0,28
42,"(16, 5)","(15, 5)",East,"[((17, 5), 'East')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 5)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (15, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (33, 3), (35, 3), (24, 3), (13, 3), (16, 5), (26, 3), (15, 3), (29, 5), (31, 2)]",29,0,29
43,"(17, 5)","(16, 5)",East,"[((17, 6), 'North'), ((18, 5), 'East')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)', '(18, 5)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (15, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (17, 5), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (33, 3), (35, 3), (24, 3), (13, 3), (16, 5), (26, 3), (15, 3), (29, 5), (31, 2)]",30,0,30
44,"(18, 5)","(17, 5)",East,"[((19, 5), 'East')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)', '(19, 5)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (15, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (17, 5), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (33, 3), (35, 3), (24, 3), (13, 3), (16, 5), (26, 3), (15, 3), (18, 5), (29, 5), (31, 2)]",31,0,31
45,"(19, 5)","(18, 5)",East,[],"['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)']","[(31, 5), (34, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (15, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (17, 5), (27, 3), (30, 5), (19, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (33, 3), (35, 3), (24, 3), (13, 3), (16, 5), (26, 3), (15, 3), (18, 5), (29, 5), (31, 2)]",32,0,32
46,"(17, 6)","(17, 5)",North,"[((17, 7), 'North')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 7)']","[(31, 5), (34, 1), (28, 3), (17, 3), (17, 6), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (15, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (17, 5), (27, 3), (30, 5), (19, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (33, 3), (35, 3), (24, 3), (13, 3), (16, 5), (26, 3), (15, 3), (18, 5), (29, 5), (31, 2)]",31,0,31
47,"(17, 7)","(17, 6)",North,"[((16, 7), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 7)']","[(31, 5), (34, 1), (28, 3), (17, 3), (17, 6), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (15, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (17, 5), (27, 3), (30, 5), (19, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (17, 7), (33, 3), (35, 3), (24, 3), (13, 3), (16, 5), (26, 3), (15, 3), (18, 5), (29, 5), (31, 2)]",32,0,32
48,"(16, 7)","(17, 7)",West,"[((15, 7), 'West')]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 7)']","[(31, 5), (34, 1), (28, 3), (17, 3), (17, 6), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (16, 7), (15, 5), (29, 4), (31, 4), (21, 3), (31, 1), (23, 3), (34, 3), (14, 3), (17, 5), (27, 3), (30, 5), (19, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (20, 3), (22, 3), (17, 1), (17, 7), (33, 3), (35, 3), (24, 3), (13, 3), (16, 5), (26, 3), (15, 3), (18, 5), (29, 5), (31, 2)]",33,0,33
