iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
1,"(3, 2)",None,Start,"[((3, 3), 'North'), ((3, 1), 'South'), ((4, 2), 'East'), ((2, 2), 'West')]",[],"['(2, 2)', '(4, 2)', '(3, 1)', '(3, 3)']","[(3, 2)]",0,0,0
2,"(3, 3)","(3, 2)",North,"[((3, 4), 'North'), ((4, 3), 'East'), ((2, 3), 'West')]","['(2, 2)', '(4, 2)', '(3, 1)']","['(2, 3)', '(4, 3)', '(3, 4)', '(2, 2)', '(4, 2)', '(3, 1)']","[(3, 2), (3, 3)]",1,0,1
3,"(3, 1)","(3, 2)",South,"[((4, 1), 'East'), ((2, 1), 'West')]","['(2, 3)', '(4, 3)', '(3, 4)', '(2, 2)', '(4, 2)']","['(2, 1)', '(4, 1)', '(2, 3)', '(4, 3)', '(3, 4)', '(2, 2)', '(4, 2)']","[(3, 1), (3, 2), (3, 3)]",1,0,1
4,"(4, 2)","(3, 2)",East,"[((5, 2), 'East')]","['(2, 1)', '(4, 1)', '(2, 3)', '(4, 3)', '(3, 4)', '(2, 2)']","['(5, 2)', '(2, 1)', '(4, 1)', '(2, 3)', '(4, 3)', '(3, 4)', '(2, 2)']","[(3, 1), (3, 2), (3, 3), (4, 2)]",1,0,1
5,"(2, 2)","(3, 2)",West,"[((1, 2), 'West')]","['(5, 2)', '(2, 1)', '(4, 1)', '(2, 3)', '(4, 3)', '(3, 4)']","['(1, 2)', '(5, 2)', '(2, 1)', '(4, 1)', '(2, 3)', '(4, 3)', '(3, 4)']","[(3, 1), (4, 2), (3, 3), (2, 2), (3, 2)]",1,0,1
6,"(3, 4)","(3, 3)",North,"[((3, 5), 'North'), ((2, 4), 'West')]","['(1, 2)', '(5, 2)', '(2, 1)', '(4, 1)', '(2, 3)', '(4, 3)']","['(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)', '(2, 1)', '(4, 1)', '(2, 3)', '(4, 3)']","[(3, 4), (3, 1), (4, 2), (3, 3), (2, 2), (3, 2)]",2,0,2
7,"(4, 3)","(3, 3)",East,"[((5, 3), 'East')]","['(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)', '(2, 1)', '(4, 1)', '(2, 3)']","['(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)', '(2, 1)', '(4, 1)', '(2, 3)']","[(3, 4), (4, 3), (3, 1), (4, 2), (3, 3), (2, 2), (3, 2)]",2,0,2
8,"(2, 3)","(3, 3)",West,"[((1, 3), 'West')]","['(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)', '(2, 1)', '(4, 1)']","['(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)', '(2, 1)', '(4, 1)']","[(3, 4), (4, 3), (3, 1), (4, 2), (2, 3), (3, 3), (2, 2), (3, 2)]",2,0,2
9,"(4, 1)","(3, 1)",East,"[((5, 1), 'East')]","['(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)', '(2, 1)']","['(5, 1)', '(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)', '(2, 1)']","[(3, 4), (4, 3), (3, 1), (4, 2), (2, 3), (3, 3), (2, 2), (3, 2), (4, 1)]",2,0,2
10,"(2, 1)","(3, 1)",West,"[((1, 1), 'West')]","['(5, 1)', '(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)']","['(1, 1)', '(5, 1)', '(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)', '(5, 2)']","[(3, 4), (2, 1), (4, 3), (3, 1), (4, 2), (2, 3), (3, 3), (2, 2), (3, 2), (4, 1)]",2,0,2
11,"(5, 2)","(4, 2)",East,[],"['(1, 1)', '(5, 1)', '(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)']","['(1, 1)', '(5, 1)', '(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)', '(1, 2)']","[(3, 4), (2, 1), (4, 3), (3, 1), (4, 2), (2, 3), (3, 3), (2, 2), (3, 2), (4, 1), (5, 2)]",2,0,2
12,"(1, 2)","(2, 2)",West,[],"['(1, 1)', '(5, 1)', '(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)']","['(1, 1)', '(5, 1)', '(1, 3)', '(5, 3)', '(2, 4)', '(3, 5)']","[(1, 2), (3, 4), (2, 1), (4, 3), (3, 1), (4, 2), (2, 3), (3, 3), (2, 2), (3, 2), (4, 1), (5, 2)]",2,0,2
