iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
14,"(14, 1)","(15, 1)",West,"[((13, 1), 'West', 12)]","['(27, 2)']","['(13, 1)', '(27, 2)']","[(17, 1), (23, 1), (26, 1), (18, 1), (24, 1), (27, 1), (22, 1), (19, 1), (20, 1), (15, 1), (14, 1), (25, 1), (21, 1), (16, 1)]",13,13,13
15,"(13, 1)","(14, 1)",West,"[((12, 1), 'West', 11)]","['(27, 2)']","['(12, 1)', '(27, 2)']","[(17, 1), (23, 1), (26, 1), (18, 1), (24, 1), (27, 1), (22, 1), (19, 1), (20, 1), (15, 1), (14, 1), (13, 1), (25, 1), (21, 1), (16, 1)]",14,12,12
16,"(12, 1)","(13, 1)",West,"[((11, 1), 'West', 10)]","['(27, 2)']","['(11, 1)', '(27, 2)']","[(17, 1), (23, 1), (26, 1), (18, 1), (24, 1), (27, 1), (22, 1), (19, 1), (20, 1), (15, 1), (14, 1), (13, 1), (12, 1), (25, 1), (21, 1), (16, 1)]",15,11,11
17,"(11, 1)","(12, 1)",West,"[((10, 1), 'West', 9)]","['(27, 2)']","['(10, 1)', '(27, 2)']","[(11, 1), (17, 1), (23, 1), (26, 1), (18, 1), (24, 1), (27, 1), (22, 1), (19, 1), (20, 1), (15, 1), (14, 1), (13, 1), (12, 1), (25, 1), (21, 1), (16, 1)]",16,10,10
18,"(10, 1)","(11, 1)",West,"[((9, 1), 'West', 8)]","['(27, 2)']","['(9, 1)', '(27, 2)']","[(11, 1), (17, 1), (23, 1), (26, 1), (18, 1), (24, 1), (27, 1), (22, 1), (19, 1), (20, 1), (15, 1), (14, 1), (13, 1), (12, 1), (10, 1), (25, 1), (21, 1), (16, 1)]",17,9,9
19,"(9, 1)","(10, 1)",West,"[((8, 1), 'West', 7)]","['(27, 2)']","['(8, 1)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (25, 1), (16, 1), (18, 1), (22, 1), (20, 1), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (15, 1), (17, 1), (19, 1), (10, 1), (21, 1)]",18,8,8
20,"(8, 1)","(9, 1)",West,"[((7, 1), 'West', 6)]","['(27, 2)']","['(7, 1)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (25, 1), (16, 1), (18, 1), (22, 1), (20, 1), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (15, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",19,7,7
21,"(7, 1)","(8, 1)",West,"[((6, 1), 'West', 5)]","['(27, 2)']","['(6, 1)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (15, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",20,6,6
22,"(6, 1)","(7, 1)",West,"[((5, 1), 'West', 4)]","['(27, 2)']","['(5, 1)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",21,5,5
23,"(5, 1)","(6, 1)",West,"[((4, 1), 'West', 3)]","['(27, 2)']","['(4, 1)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",22,4,4
24,"(4, 1)","(5, 1)",West,"[((3, 1), 'West', 2)]","['(27, 2)']","['(3, 1)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",23,3,3
25,"(3, 1)","(4, 1)",West,"[((3, 2), 'North', 3)]","['(27, 2)']","['(3, 2)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",24,2,2
26,"(3, 2)","(3, 1)",North,"[((3, 3), 'North', 4)]","['(27, 2)']","['(3, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (3, 2), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",25,3,3
27,"(3, 3)","(3, 2)",North,"[((4, 3), 'East', 5)]","['(27, 2)']","['(4, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (3, 2), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",26,4,4
28,"(4, 3)","(3, 3)",East,"[((5, 3), 'East', 6)]","['(27, 2)']","['(5, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (3, 2), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",27,5,5
29,"(5, 3)","(4, 3)",East,"[((6, 3), 'East', 7)]","['(27, 2)']","['(6, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (3, 2), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (21, 1)]",28,6,6
30,"(6, 3)","(5, 3)",East,"[((7, 3), 'East', 8)]","['(27, 2)']","['(7, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (3, 2), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (6, 3), (21, 1)]",29,7,7
31,"(7, 3)","(6, 3)",East,"[((8, 3), 'East', 9)]","['(27, 2)']","['(8, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (6, 3), (21, 1)]",30,8,8
32,"(8, 3)","(7, 3)",East,"[((9, 3), 'East', 10)]","['(27, 2)']","['(9, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (19, 1), (8, 1), (10, 1), (6, 3), (21, 1)]",31,9,9
33,"(9, 3)","(8, 3)",East,"[((10, 3), 'East', 11)]","['(27, 2)']","['(10, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (10, 1), (6, 3), (21, 1)]",32,10,10
34,"(10, 3)","(9, 3)",East,"[((11, 3), 'East', 12)]","['(27, 2)']","['(11, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (10, 1), (6, 3), (21, 1)]",33,11,11
35,"(11, 3)","(10, 3)",East,"[((12, 3), 'East', 13)]","['(27, 2)']","['(12, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (6, 3), (21, 1)]",34,12,12
36,"(12, 3)","(11, 3)",East,"[((13, 3), 'East', 14)]","['(27, 2)']","['(13, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (6, 3), (21, 1)]",35,13,13
37,"(13, 3)","(12, 3)",East,"[((14, 3), 'East', 15)]","['(27, 2)']","['(14, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (6, 3), (21, 1)]",36,14,14
38,"(14, 3)","(13, 3)",East,"[((15, 3), 'East', 16)]","['(27, 2)']","['(15, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (6, 3), (21, 1)]",37,15,15
39,"(15, 3)","(14, 3)",East,"[((16, 3), 'East', 17)]","['(27, 2)']","['(16, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",38,16,16
40,"(16, 3)","(15, 3)",East,"[((17, 3), 'East', 18)]","['(27, 2)']","['(17, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",39,17,17
41,"(17, 3)","(16, 3)",East,"[((18, 3), 'East', 19)]","['(27, 2)']","['(18, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",40,18,18
42,"(18, 3)","(17, 3)",East,"[((19, 3), 'East', 20)]","['(27, 2)']","['(19, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",41,19,19
43,"(19, 3)","(18, 3)",East,"[((20, 3), 'East', 21)]","['(27, 2)']","['(20, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (19, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",42,20,20
44,"(20, 3)","(19, 3)",East,"[((21, 3), 'East', 22)]","['(27, 2)']","['(21, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (19, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (20, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",43,21,21
45,"(21, 3)","(20, 3)",East,"[((22, 3), 'East', 23)]","['(27, 2)']","['(22, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (19, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (21, 3), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (20, 3), (3, 2), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",44,22,22
46,"(22, 3)","(21, 3)",East,"[((23, 3), 'East', 24)]","['(27, 2)']","['(23, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (19, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (21, 3), (20, 1), (12, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (20, 3), (3, 2), (22, 3), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",45,23,23
47,"(23, 3)","(22, 3)",East,"[((24, 3), 'East', 25)]","['(27, 2)']","['(24, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (19, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (21, 3), (20, 1), (12, 3), (23, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (20, 3), (3, 2), (22, 3), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (15, 3), (6, 3), (21, 1)]",46,24,24
48,"(24, 3)","(23, 3)",East,"[((25, 3), 'East', 26)]","['(27, 2)']","['(25, 3)', '(27, 2)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (19, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (21, 3), (20, 1), (12, 3), (23, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (20, 3), (3, 2), (22, 3), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (24, 3), (15, 3), (6, 3), (21, 1)]",47,25,25
49,"(25, 3)","(24, 3)",East,"[((25, 4), 'North', 27)]","['(27, 2)']","['(27, 2)', '(25, 4)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (19, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (21, 3), (20, 1), (12, 3), (23, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (25, 3), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (20, 3), (3, 2), (22, 3), (4, 1), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (24, 3), (15, 3), (6, 3), (21, 1)]",48,26,26
50,"(27, 2)","(27, 1)",North,"[((27, 3), 'North', 28)]","['(25, 4)']","['(25, 4)', '(27, 3)']","[(23, 1), (12, 1), (27, 1), (14, 1), (3, 1), (4, 3), (5, 1), (17, 3), (8, 3), (19, 3), (10, 3), (25, 1), (16, 1), (18, 1), (7, 1), (22, 1), (21, 3), (20, 1), (12, 3), (23, 3), (3, 3), (14, 3), (5, 3), (9, 1), (11, 1), (26, 1), (25, 3), (24, 1), (13, 1), (6, 1), (16, 3), (15, 1), (7, 3), (18, 3), (20, 3), (3, 2), (22, 3), (4, 1), (27, 2), (17, 1), (9, 3), (19, 1), (8, 1), (11, 3), (10, 1), (13, 3), (24, 3), (15, 3), (6, 3), (21, 1)]",1,27,27
51,"(25, 4)","(25, 3)",North,"[((25, 5), 'North', 28)]","['(27, 3)']","['(27, 3)', '(25, 5)']",[51 states],49,27,27
52,"(27, 3)","(27, 2)",North,"[((27, 4), 'North', 29)]","['(25, 5)']","['(25, 5)', '(27, 4)']",[52 states],2,28,28
53,"(25, 5)","(25, 4)",North,"[((24, 5), 'West', 27)]","['(27, 4)']","['(24, 5)', '(27, 4)']",[53 states],50,28,28
54,"(24, 5)","(25, 5)",West,"[((23, 5), 'West', 26)]","['(27, 4)']","['(23, 5)', '(27, 4)']",[54 states],51,27,27
55,"(23, 5)","(24, 5)",West,"[((22, 5), 'West', 25)]","['(27, 4)']","['(22, 5)', '(27, 4)']",[55 states],52,26,26
56,"(22, 5)","(23, 5)",West,"[((21, 5), 'West', 24)]","['(27, 4)']","['(21, 5)', '(27, 4)']",[56 states],53,25,25
57,"(21, 5)","(22, 5)",West,"[((20, 5), 'West', 23)]","['(27, 4)']","['(20, 5)', '(27, 4)']",[57 states],54,24,24
58,"(20, 5)","(21, 5)",West,"[((19, 5), 'West', 22)]","['(27, 4)']","['(19, 5)', '(27, 4)']",[58 states],55,23,23
59,"(19, 5)","(20, 5)",West,"[((18, 5), 'West', 21)]","['(27, 4)']","['(18, 5)', '(27, 4)']",[59 states],56,22,22
60,"(18, 5)","(19, 5)",West,"[((18, 6), 'North', 22), ((17, 5), 'West', 20)]","['(27, 4)']","['(17, 5)', '(27, 4)', '(18, 6)']",[60 states],57,21,21
61,"(17, 5)","(18, 5)",West,"[((16, 5), 'West', 19)]","['(18, 6)', '(27, 4)']","['(16, 5)', '(27, 4)', '(18, 6)']",[61 states],58,20,20
62,"(16, 5)","(17, 5)",West,"[((15, 5), 'West', 18)]","['(18, 6)', '(27, 4)']","['(15, 5)', '(27, 4)', '(18, 6)']",[62 states],59,19,19
63,"(15, 5)","(16, 5)",West,"[((14, 5), 'West', 17)]","['(18, 6)', '(27, 4)']","['(14, 5)', '(27, 4)', '(18, 6)']",[63 states],60,18,18
64,"(14, 5)","(15, 5)",West,"[((13, 5), 'West', 16)]","['(18, 6)', '(27, 4)']","['(13, 5)', '(27, 4)', '(18, 6)']",[64 states],61,17,17
65,"(13, 5)","(14, 5)",West,"[((12, 5), 'West', 15)]","['(18, 6)', '(27, 4)']","['(12, 5)', '(27, 4)', '(18, 6)']",[65 states],62,16,16
66,"(12, 5)","(13, 5)",West,"[((12, 6), 'North', 16), ((11, 5), 'West', 14)]","['(18, 6)', '(27, 4)']","['(11, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[66 states],63,15,15
67,"(11, 5)","(12, 5)",West,"[((10, 5), 'West', 13)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(10, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[67 states],64,14,14
68,"(10, 5)","(11, 5)",West,"[((9, 5), 'West', 12)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(9, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[68 states],65,13,13
69,"(9, 5)","(10, 5)",West,"[((8, 5), 'West', 11)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(8, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[69 states],66,12,12
70,"(8, 5)","(9, 5)",West,"[((7, 5), 'West', 10)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(7, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[70 states],67,11,11
71,"(7, 5)","(8, 5)",West,"[((6, 5), 'West', 9)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(6, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[71 states],68,10,10
72,"(6, 5)","(7, 5)",West,"[((5, 5), 'West', 8)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(5, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[72 states],69,9,9
73,"(5, 5)","(6, 5)",West,"[((4, 5), 'West', 7)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(4, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[73 states],70,8,8
74,"(4, 5)","(5, 5)",West,"[((3, 5), 'West', 6)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(3, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[74 states],71,7,7
75,"(3, 5)","(4, 5)",West,"[((2, 5), 'West', 5)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(2, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[75 states],72,6,6
76,"(2, 5)","(3, 5)",West,"[((1, 5), 'West', 4)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(1, 5)', '(12, 6)', '(18, 6)', '(27, 4)']",[76 states],73,5,5
77,"(1, 5)","(2, 5)",West,"[((1, 6), 'North', 5), ((1, 4), 'South', 3)]","['(12, 6)', '(27, 4)', '(18, 6)']","['(1, 4)', '(1, 6)', '(18, 6)', '(27, 4)', '(12, 6)']",[77 states],74,4,4
78,"(1, 4)","(1, 5)",South,"[((1, 3), 'South', 2)]","['(1, 6)', '(12, 6)', '(18, 6)', '(27, 4)']","['(1, 3)', '(1, 6)', '(18, 6)', '(27, 4)', '(12, 6)']",[78 states],75,3,3
