iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
44,"(1, 16)","(2, 16)",West,"[((1, 15), 'South', 34, 14, 48)]","['(31, 12)', '(26, 14)']","['(1, 15)', '(26, 14)', '(31, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (25, 16), (16, 16), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (2, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), (28, 16), (30, 13), (17, 16), (30, 16), (19, 16), (8, 16), (10, 16), (32, 16), (25, 14), (1, 16)]",33,15,48
45,"(1, 15)","(1, 16)",South,"[((1, 14), 'South', 35, 13, 48)]","['(31, 12)', '(26, 14)']","['(1, 14)', '(26, 14)', '(31, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (25, 16), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (2, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), (28, 16), (30, 13), (17, 16), (30, 16), (19, 16), (8, 16), (10, 16), (32, 16), (25, 14), (1, 16)]",34,14,48
46,"(1, 14)","(1, 15)",South,"[((1, 13), 'South', 36, 12, 48)]","['(31, 12)', '(26, 14)']","['(1, 13)', '(26, 14)', '(31, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (25, 16), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), (28, 16), (30, 13), (17, 16), (30, 16), (19, 16), (8, 16), (10, 16), (32, 16), (25, 14), (1, 16)]",35,13,48
47,"(1, 13)","(1, 14)",South,"[((1, 12), 'South', 37, 11, 48)]","['(31, 12)', '(26, 14)']","['(1, 12)', '(26, 14)', '(31, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (25, 16), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), (28, 16), (30, 13), (17, 16), (30, 16), (19, 16), (8, 16), (10, 16), (32, 16), (1, 13), (25, 14), (1, 16)]",36,12,48
48,"(1, 12)","(1, 13)",South,"[((1, 11), 'South', 38, 10, 48)]","['(31, 12)', '(26, 14)']","['(1, 11)', '(26, 14)', '(31, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (25, 16), (1, 12), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), (28, 16), (30, 13), (17, 16), (30, 16), (19, 16), (8, 16), (10, 16), (32, 16), (1, 13), (25, 14), (1, 16)]",37,11,48
49,"(1, 11)","(1, 12)",South,"[((1, 10), 'South', 39, 9, 48)]","['(31, 12)', '(26, 14)']","['(1, 10)', '(26, 14)', '(31, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (25, 16), (1, 12), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), (28, 16), (30, 13), (17, 16), (30, 16), (19, 16), (8, 16), (10, 16), (32, 16), (1, 13), (25, 14), (1, 16)]",38,10,48
50,"(1, 10)","(1, 11)",South,"[((1, 9), 'South', 40, 8, 48)]","['(31, 12)', '(26, 14)']","['(1, 9)', '(26, 14)', '(31, 12)']","[(21, 16), (31, 14), (23, 16), (34, 16), (12, 16), (14, 16), (3, 16), (5, 16), (27, 16), (30, 12), (33, 14), (25, 16), (1, 12), (16, 16), (1, 15), (18, 16), (29, 16), (7, 16), (31, 16), (20, 16), (22, 16), (34, 15), (9, 16), (30, 14), (11, 16), (33, 16), (32, 14), (1, 11), (2, 16), (24, 16), (13, 16), (25, 15), (1, 14), (26, 16), (15, 16), (6, 16), (34, 14), (4, 16), (28, 16), (30, 13), (17, 16), (30, 16), (19, 16), (8, 16), (10, 16), (32, 16), (1, 13), (25, 14), (1, 10), (1, 16)]",39,9,48
51,"(1, 9)","(1, 10)",South,"[((1, 8), 'South', 41, 7, 48)]","['(31, 12)', '(26, 14)']","['(1, 8)', '(26, 14)', '(31, 12)']",[51 states],40,8,48
52,"(1, 8)","(1, 9)",South,"[((1, 7), 'South', 42, 6, 48)]","['(31, 12)', '(26, 14)']","['(1, 7)', '(26, 14)', '(31, 12)']",[52 states],41,7,48
53,"(1, 7)","(1, 8)",South,"[((2, 7), 'East', 43, 7, 50)]","['(31, 12)', '(26, 14)']","['(31, 12)', '(26, 14)', '(2, 7)']",[53 states],42,6,48
54,"(31, 12)","(30, 12)",East,"[((32, 12), 'East', 10, 42, 52)]","['(26, 14)', '(2, 7)']","['(26, 14)', '(2, 7)', '(32, 12)']",[54 states],9,41,50
55,"(26, 14)","(25, 14)",East,"[((27, 14), 'East', 13, 39, 52)]","['(2, 7)', '(32, 12)']","['(2, 7)', '(32, 12)', '(27, 14)']",[55 states],12,38,50
56,"(2, 7)","(1, 7)",East,"[((3, 7), 'East', 44, 8, 52)]","['(32, 12)', '(27, 14)']","['(32, 12)', '(27, 14)', '(3, 7)']",[56 states],43,7,50
57,"(32, 12)","(31, 12)",East,"[((33, 12), 'East', 11, 43, 54)]","['(27, 14)', '(3, 7)']","['(27, 14)', '(3, 7)', '(33, 12)']",[57 states],10,42,52
58,"(27, 14)","(26, 14)",East,"[((27, 13), 'South', 14, 38, 52)]","['(3, 7)', '(33, 12)']","['(3, 7)', '(33, 12)', '(27, 13)']",[58 states],13,39,52
59,"(3, 7)","(2, 7)",East,"[((4, 7), 'East', 45, 9, 54)]","['(27, 13)', '(33, 12)']","['(27, 13)', '(33, 12)', '(4, 7)']",[59 states],44,8,52
60,"(27, 13)","(27, 14)",South,"[((27, 12), 'South', 15, 37, 52)]","['(33, 12)', '(4, 7)']","['(27, 12)', '(4, 7)', '(33, 12)']",[60 states],14,38,52
61,"(27, 12)","(27, 13)",South,"[((27, 11), 'South', 16, 36, 52)]","['(33, 12)', '(4, 7)']","['(27, 11)', '(4, 7)', '(33, 12)']",[61 states],15,37,52
62,"(27, 11)","(27, 12)",South,"[((26, 11), 'West', 17, 35, 52)]","['(33, 12)', '(4, 7)']","['(26, 11)', '(4, 7)', '(33, 12)']",[62 states],16,36,52
63,"(26, 11)","(27, 11)",West,"[((25, 11), 'West', 18, 34, 52)]","['(33, 12)', '(4, 7)']","['(25, 11)', '(4, 7)', '(33, 12)']",[63 states],17,35,52
64,"(25, 11)","(26, 11)",West,"[((24, 11), 'West', 19, 33, 52)]","['(33, 12)', '(4, 7)']","['(24, 11)', '(4, 7)', '(33, 12)']",[64 states],18,34,52
65,"(24, 11)","(25, 11)",West,"[((24, 12), 'North', 20, 34, 54)]","['(33, 12)', '(4, 7)']","['(33, 12)', '(4, 7)', '(24, 12)']",[65 states],19,33,52
66,"(33, 12)","(32, 12)",East,"[((34, 12), 'East', 12, 44, 56)]","['(4, 7)', '(24, 12)']","['(4, 7)', '(24, 12)', '(34, 12)']",[66 states],11,43,54
67,"(4, 7)","(3, 7)",East,"[((4, 8), 'North', 46, 10, 56)]","['(24, 12)', '(34, 12)']","['(24, 12)', '(34, 12)', '(4, 8)']",[67 states],45,9,54
68,"(24, 12)","(24, 11)",North,"[((23, 12), 'West', 21, 33, 54)]","['(34, 12)', '(4, 8)']","['(23, 12)', '(4, 8)', '(34, 12)']",[68 states],20,34,54
69,"(23, 12)","(24, 12)",West,"[((22, 12), 'West', 22, 32, 54)]","['(34, 12)', '(4, 8)']","['(22, 12)', '(4, 8)', '(34, 12)']",[69 states],21,33,54
