iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
1,"(26, 3)",None,Start,"[((27, 3), 'East'), ((25, 3), 'West')]",[],"['(25, 3)', '(27, 3)']","[(26, 3)]",0,0,0
2,"(27, 3)","(26, 3)",East,"[((27, 4), 'North')]","['(25, 3)']","['(27, 4)', '(25, 3)']","[(27, 3), (26, 3)]",1,0,1
3,"(25, 3)","(26, 3)",West,"[((25, 2), 'South'), ((24, 3), 'West')]","['(27, 4)']","['(24, 3)', '(25, 2)', '(27, 4)']","[(27, 3), (25, 3), (26, 3)]",1,0,1
4,"(27, 4)","(27, 3)",North,"[((27, 5), 'North'), ((28, 4), 'East')]","['(24, 3)', '(25, 2)']","['(28, 4)', '(27, 5)', '(24, 3)', '(25, 2)']","[(27, 3), (27, 4), (25, 3), (26, 3)]",2,0,2
5,"(25, 2)","(25, 3)",South,"[((25, 1), 'South')]","['(28, 4)', '(27, 5)', '(24, 3)']","['(25, 1)', '(28, 4)', '(27, 5)', '(24, 3)']","[(25, 3), (27, 4), (25, 2), (26, 3), (27, 3)]",2,0,2
6,"(24, 3)","(25, 3)",West,"[((23, 3), 'West')]","['(25, 1)', '(28, 4)', '(27, 5)']","['(23, 3)', '(25, 1)', '(28, 4)', '(27, 5)']","[(25, 3), (27, 4), (25, 2), (24, 3), (26, 3), (27, 3)]",2,0,2
7,"(27, 5)","(27, 4)",North,"[((27, 6), 'North')]","['(23, 3)', '(25, 1)', '(28, 4)']","['(27, 6)', '(23, 3)', '(25, 1)', '(28, 4)']","[(27, 5), (25, 3), (27, 4), (25, 2), (24, 3), (26, 3), (27, 3)]",3,0,3
8,"(28, 4)","(27, 4)",East,"[((29, 4), 'East')]","['(27, 6)', '(23, 3)', '(25, 1)']","['(29, 4)', '(27, 6)', '(23, 3)', '(25, 1)']","[(27, 5), (25, 3), (27, 4), (25, 2), (24, 3), (26, 3), (27, 3), (28, 4)]",3,0,3
9,"(25, 1)","(25, 2)",South,"[((26, 1), 'East')]","['(29, 4)', '(27, 6)', '(23, 3)']","['(26, 1)', '(29, 4)', '(27, 6)', '(23, 3)']","[(27, 5), (25, 3), (27, 4), (25, 2), (24, 3), (26, 3), (27, 3), (25, 1), (28, 4)]",3,0,3
10,"(23, 3)","(24, 3)",West,"[((23, 4), 'North'), ((23, 2), 'South')]","['(26, 1)', '(29, 4)', '(27, 6)']","['(23, 2)', '(23, 4)', '(26, 1)', '(29, 4)', '(27, 6)']","[(27, 5), (25, 3), (27, 4), (25, 2), (23, 3), (24, 3), (26, 3), (27, 3), (25, 1), (28, 4)]",3,0,3
11,"(27, 6)","(27, 5)",North,"[((28, 6), 'East')]","['(23, 2)', '(23, 4)', '(26, 1)', '(29, 4)']","['(28, 6)', '(23, 2)', '(23, 4)', '(26, 1)', '(29, 4)']","[(27, 5), (25, 3), (27, 4), (25, 2), (23, 3), (24, 3), (26, 3), (27, 6), (27, 3), (25, 1), (28, 4)]",4,0,4
12,"(29, 4)","(28, 4)",East,"[((29, 3), 'South')]","['(28, 6)', '(23, 2)', '(23, 4)', '(26, 1)']","['(29, 3)', '(28, 6)', '(23, 2)', '(23, 4)', '(26, 1)']","[(29, 4), (27, 5), (25, 3), (27, 4), (25, 2), (23, 3), (24, 3), (26, 3), (27, 6), (27, 3), (25, 1), (28, 4)]",4,0,4
