iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
1,"(18, 13)",None,Start,"[((19, 13), 'East'), ((17, 13), 'West')]",[],"['(17, 13)', '(19, 13)']","[(18, 13)]",0,0,0
2,"(19, 13)","(18, 13)",East,"[((19, 12), 'South'), ((20, 13), 'East')]","['(17, 13)']","['(20, 13)', '(19, 12)', '(17, 13)']","[(19, 13), (18, 13)]",1,0,1
3,"(17, 13)","(18, 13)",West,"[((16, 13), 'West')]","['(20, 13)', '(19, 12)']","['(16, 13)', '(20, 13)', '(19, 12)']","[(19, 13), (17, 13), (18, 13)]",1,0,1
4,"(19, 12)","(19, 13)",South,"[((19, 11), 'South')]","['(16, 13)', '(20, 13)']","['(19, 11)', '(16, 13)', '(20, 13)']","[(19, 13), (17, 13), (18, 13), (19, 12)]",2,0,2
5,"(20, 13)","(19, 13)",East,"[((21, 13), 'East')]","['(19, 11)', '(16, 13)']","['(21, 13)', '(19, 11)', '(16, 13)']","[(17, 13), (20, 13), (18, 13), (19, 13), (19, 12)]",2,0,2
6,"(16, 13)","(17, 13)",West,"[((15, 13), 'West')]","['(21, 13)', '(19, 11)']","['(15, 13)', '(21, 13)', '(19, 11)']","[(16, 13), (17, 13), (20, 13), (18, 13), (19, 13), (19, 12)]",2,0,2
7,"(19, 11)","(19, 12)",South,"[((20, 11), 'East'), ((18, 11), 'West')]","['(15, 13)', '(21, 13)']","['(18, 11)', '(20, 11)', '(15, 13)', '(21, 13)']","[(16, 13), (17, 13), (20, 13), (18, 13), (19, 13), (19, 12), (19, 11)]",3,0,3
8,"(21, 13)","(20, 13)",East,"[((22, 13), 'East')]","['(18, 11)', '(20, 11)', '(15, 13)']","['(22, 13)', '(18, 11)', '(20, 11)', '(15, 13)']","[(21, 13), (16, 13), (17, 13), (20, 13), (18, 13), (19, 13), (19, 12), (19, 11)]",3,0,3
9,"(15, 13)","(16, 13)",West,"[((14, 13), 'West')]","['(22, 13)', '(18, 11)', '(20, 11)']","['(14, 13)', '(22, 13)', '(18, 11)', '(20, 11)']","[(21, 13), (16, 13), (17, 13), (20, 13), (18, 13), (15, 13), (19, 13), (19, 12), (19, 11)]",3,0,3
10,"(20, 11)","(19, 11)",East,"[((21, 11), 'East')]","['(14, 13)', '(22, 13)', '(18, 11)']","['(21, 11)', '(14, 13)', '(22, 13)', '(18, 11)']","[(20, 11), (21, 13), (16, 13), (17, 13), (20, 13), (18, 13), (15, 13), (19, 13), (19, 12), (19, 11)]",4,0,4
11,"(18, 11)","(19, 11)",West,[],"['(21, 11)', '(14, 13)', '(22, 13)']","['(21, 11)', '(14, 13)', '(22, 13)']","[(20, 11), (21, 13), (16, 13), (17, 13), (20, 13), (18, 13), (15, 13), (19, 13), (19, 12), (18, 11), (19, 11)]",4,0,4
