iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
1,"(27, 19)",None,Start,"[((27, 18), 'South', 43), ((26, 19), 'West', 43)]",[],"['(27, 18)', '(26, 19)']","[(27, 19)]",0,44,44
2,"(27, 18)","(27, 19)",South,"[((27, 17), 'South', 42)]","['(26, 19)']","['(27, 17)', '(26, 19)']","[(27, 19), (27, 18)]",1,43,43
3,"(27, 17)","(27, 18)",South,"[((27, 16), 'South', 41)]","['(26, 19)']","['(27, 16)', '(26, 19)']","[(27, 19), (27, 17), (27, 18)]",2,42,42
4,"(27, 16)","(27, 17)",South,"[((27, 15), 'South', 40)]","['(26, 19)']","['(27, 15)', '(26, 19)']","[(27, 19), (27, 16), (27, 17), (27, 18)]",3,41,41
5,"(27, 15)","(27, 16)",South,"[((27, 14), 'South', 39)]","['(26, 19)']","['(27, 14)', '(26, 19)']","[(27, 15), (27, 17), (27, 16), (27, 19), (27, 18)]",4,40,40
6,"(27, 14)","(27, 15)",South,"[((27, 13), 'South', 38)]","['(26, 19)']","['(27, 13)', '(26, 19)']","[(27, 15), (27, 14), (27, 17), (27, 16), (27, 19), (27, 18)]",5,39,39
7,"(27, 13)","(27, 14)",South,"[((26, 13), 'West', 37)]","['(26, 19)']","['(26, 13)', '(26, 19)']","[(27, 15), (27, 14), (27, 17), (27, 13), (27, 16), (27, 19), (27, 18)]",6,38,38
8,"(26, 13)","(27, 13)",West,"[((25, 13), 'West', 36)]","['(26, 19)']","['(25, 13)', '(26, 19)']","[(27, 15), (27, 14), (27, 17), (26, 13), (27, 13), (27, 16), (27, 19), (27, 18)]",7,37,37
9,"(25, 13)","(26, 13)",West,"[((24, 13), 'West', 35)]","['(26, 19)']","['(24, 13)', '(26, 19)']","[(27, 15), (25, 13), (27, 14), (27, 17), (26, 13), (27, 13), (27, 16), (27, 19), (27, 18)]",8,36,36
10,"(24, 13)","(25, 13)",West,"[((23, 13), 'West', 34)]","['(26, 19)']","['(23, 13)', '(26, 19)']","[(27, 15), (25, 13), (27, 14), (27, 17), (26, 13), (24, 13), (27, 13), (27, 16), (27, 19), (27, 18)]",9,35,35
11,"(23, 13)","(24, 13)",West,"[((23, 12), 'South', 33)]","['(26, 19)']","['(23, 12)', '(26, 19)']","[(27, 15), (25, 13), (27, 14), (23, 13), (27, 17), (26, 13), (24, 13), (27, 13), (27, 16), (27, 19), (27, 18)]",10,34,34
12,"(23, 12)","(23, 13)",South,"[((23, 11), 'South', 32)]","['(26, 19)']","['(23, 11)', '(26, 19)']","[(27, 15), (25, 13), (27, 14), (23, 13), (27, 17), (26, 13), (24, 13), (27, 13), (23, 12), (27, 16), (27, 19), (27, 18)]",11,33,33
13,"(23, 11)","(23, 12)",South,"[((24, 11), 'East', 33)]","['(26, 19)']","['(24, 11)', '(26, 19)']","[(27, 15), (25, 13), (27, 14), (23, 13), (27, 17), (26, 13), (24, 13), (27, 13), (23, 12), (27, 16), (27, 19), (23, 11), (27, 18)]",12,32,32
14,"(24, 11)","(23, 11)",East,"[((25, 11), 'East', 34)]","['(26, 19)']","['(25, 11)', '(26, 19)']","[(27, 15), (25, 13), (27, 14), (23, 13), (27, 17), (26, 13), (24, 13), (27, 13), (23, 12), (27, 16), (27, 19), (23, 11), (24, 11), (27, 18)]",13,33,33
15,"(25, 11)","(24, 11)",East,"[((26, 11), 'East', 35)]","['(26, 19)']","['(26, 11)', '(26, 19)']","[(27, 15), (25, 13), (27, 14), (23, 13), (27, 17), (26, 13), (24, 13), (27, 13), (23, 12), (27, 16), (27, 19), (23, 11), (25, 11), (24, 11), (27, 18)]",14,34,34
16,"(26, 11)","(25, 11)",East,"[((27, 11), 'East', 36)]","['(26, 19)']","['(27, 11)', '(26, 19)']","[(27, 15), (25, 13), (26, 11), (27, 14), (23, 13), (27, 17), (26, 13), (24, 13), (27, 13), (23, 12), (27, 16), (27, 19), (23, 11), (25, 11), (24, 11), (27, 18)]",15,35,35
17,"(27, 11)","(26, 11)",East,"[((27, 10), 'South', 35)]","['(26, 19)']","['(27, 10)', '(26, 19)']","[(27, 15), (25, 13), (26, 11), (27, 11), (27, 14), (23, 13), (27, 17), (26, 13), (24, 13), (27, 13), (23, 12), (27, 16), (27, 19), (23, 11), (25, 11), (24, 11), (27, 18)]",16,36,36
18,"(27, 10)","(27, 11)",South,"[((27, 9), 'South', 34)]","['(26, 19)']","['(27, 9)', '(26, 19)']","[(27, 15), (25, 13), (26, 11), (27, 11), (27, 14), (23, 13), (27, 17), (26, 13), (24, 13), (27, 13), (23, 12), (27, 16), (27, 10), (27, 19), (23, 11), (25, 11), (24, 11), (27, 18)]",17,35,35
19,"(27, 9)","(27, 10)",South,"[((27, 8), 'South', 33), ((26, 9), 'West', 33)]","['(26, 19)']","['(27, 8)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 13), (27, 10), (27, 16), (27, 19), (24, 11), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (26, 13), (24, 13), (23, 11), (27, 11), (27, 14), (27, 17), (25, 11)]",18,34,34
20,"(27, 8)","(27, 9)",South,"[((27, 7), 'South', 32)]","['(26, 9)', '(26, 19)']","['(27, 7)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 13), (27, 10), (27, 16), (27, 19), (24, 11), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (26, 13), (24, 13), (23, 11), (27, 8), (27, 11), (27, 14), (27, 17), (25, 11)]",19,33,33
21,"(27, 7)","(27, 8)",South,"[((26, 7), 'West', 31)]","['(26, 9)', '(26, 19)']","['(26, 7)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (24, 11), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (26, 13), (24, 13), (23, 11), (27, 8), (27, 11), (27, 14), (27, 17), (25, 11)]",20,32,32
22,"(26, 7)","(27, 7)",West,"[((25, 7), 'West', 30)]","['(26, 9)', '(26, 19)']","['(25, 7)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (24, 11), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (26, 7), (26, 13), (24, 13), (23, 11), (27, 8), (27, 11), (27, 14), (27, 17), (25, 11)]",21,31,31
23,"(25, 7)","(26, 7)",West,"[((25, 6), 'South', 29)]","['(26, 9)', '(26, 19)']","['(25, 6)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (26, 7), (26, 13), (24, 13), (23, 11), (27, 8), (27, 11), (27, 14), (27, 17), (25, 11)]",22,30,30
24,"(25, 6)","(25, 7)",South,"[((25, 5), 'South', 28)]","['(26, 9)', '(26, 19)']","['(25, 5)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 8), (27, 11), (27, 14), (27, 17), (25, 11)]",23,29,29
25,"(25, 5)","(25, 6)",South,"[((26, 5), 'East', 29)]","['(26, 9)', '(26, 19)']","['(26, 5)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 8), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",24,28,28
26,"(26, 5)","(25, 5)",East,"[((27, 5), 'East', 30)]","['(26, 9)', '(26, 19)']","['(27, 5)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 8), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",25,29,29
27,"(27, 5)","(26, 5)",East,"[((27, 4), 'South', 29)]","['(26, 9)', '(26, 19)']","['(27, 4)', '(26, 19)', '(26, 9)']","[(23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",26,30,30
28,"(27, 4)","(27, 5)",South,"[((27, 3), 'South', 28)]","['(26, 9)', '(26, 19)']","['(27, 3)', '(26, 19)', '(26, 9)']","[(27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 9), (27, 18), (27, 15), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",27,29,29
29,"(27, 3)","(27, 4)",South,"[((27, 2), 'South', 27), ((26, 3), 'West', 27)]","['(26, 9)', '(26, 19)']","['(27, 2)', '(26, 3)', '(26, 9)', '(26, 19)']","[(27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",28,28,28
30,"(27, 2)","(27, 3)",South,"[((27, 1), 'South', 26)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(27, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",29,27,27
31,"(27, 1)","(27, 2)",South,"[((26, 1), 'West', 25)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(26, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",30,26,26
32,"(26, 1)","(27, 1)",West,"[((25, 1), 'West', 24)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(25, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",31,25,25
33,"(25, 1)","(26, 1)",West,"[((24, 1), 'West', 23)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(24, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",32,24,24
34,"(24, 1)","(25, 1)",West,"[((23, 1), 'West', 22)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(23, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",33,23,23
35,"(23, 1)","(24, 1)",West,"[((22, 1), 'West', 21)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(22, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",34,22,22
36,"(22, 1)","(23, 1)",West,"[((21, 1), 'West', 20)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(21, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (22, 1), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11)]",35,21,21
37,"(21, 1)","(22, 1)",West,"[((20, 1), 'West', 19)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(20, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (22, 1), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11), (21, 1)]",36,20,20
38,"(20, 1)","(21, 1)",West,"[((19, 1), 'West', 18)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(19, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (22, 1), (20, 1), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (27, 14), (27, 17), (25, 5), (25, 11), (21, 1)]",37,19,19
39,"(19, 1)","(20, 1)",West,"[((18, 1), 'West', 17)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(18, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (22, 1), (20, 1), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (19, 1), (27, 14), (27, 17), (25, 5), (25, 11), (21, 1)]",38,18,18
40,"(18, 1)","(19, 1)",West,"[((17, 1), 'West', 16)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(17, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (18, 1), (22, 1), (20, 1), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (27, 5), (27, 11), (19, 1), (27, 14), (27, 17), (25, 5), (25, 11), (21, 1)]",39,17,17
41,"(17, 1)","(18, 1)",West,"[((16, 1), 'West', 15)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(16, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (26, 5), (26, 11), (25, 13), (18, 1), (22, 1), (20, 1), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (17, 1), (27, 5), (27, 11), (19, 1), (27, 14), (27, 17), (25, 5), (25, 11), (21, 1)]",40,16,16
42,"(16, 1)","(17, 1)",West,"[((15, 1), 'West', 14)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(15, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (16, 1), (26, 5), (26, 11), (25, 13), (18, 1), (22, 1), (20, 1), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (17, 1), (27, 5), (27, 11), (19, 1), (27, 14), (27, 17), (25, 5), (25, 11), (21, 1)]",41,15,15
43,"(15, 1)","(16, 1)",West,"[((14, 1), 'West', 13)]","['(26, 3)', '(26, 19)', '(26, 9)']","['(14, 1)', '(26, 3)', '(26, 9)', '(26, 19)']","[(23, 1), (27, 1), (27, 4), (23, 13), (27, 7), (27, 13), (27, 10), (27, 16), (27, 19), (25, 1), (25, 7), (24, 11), (16, 1), (26, 5), (26, 11), (25, 13), (18, 1), (22, 1), (20, 1), (23, 12), (27, 3), (27, 9), (27, 18), (27, 15), (26, 1), (24, 1), (25, 6), (15, 1), (26, 7), (26, 13), (24, 13), (23, 11), (27, 2), (27, 8), (17, 1), (27, 5), (27, 11), (19, 1), (27, 14), (27, 17), (25, 5), (25, 11), (21, 1)]",42,14,14
