iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
1,"(27, 19)",None,Start,"[((27, 18), 'South', 1, 43, 44), ((26, 19), 'West', 1, 43, 44)]",[],"['(27, 18)', '(26, 19)']","[(27, 19)]",0,44,44
2,"(27, 18)","(27, 19)",South,"[((27, 17), 'South', 2, 42, 44)]","['(26, 19)']","['(26, 19)', '(27, 17)']","[(27, 19), (27, 18)]",1,43,44
3,"(26, 19)","(27, 19)",West,"[((25, 19), 'West', 2, 42, 44)]","['(27, 17)']","['(27, 17)', '(25, 19)']","[(27, 19), (26, 19), (27, 18)]",1,43,44
4,"(27, 17)","(27, 18)",South,"[((27, 16), 'South', 3, 41, 44)]","['(25, 19)']","['(25, 19)', '(27, 16)']","[(27, 19), (27, 17), (26, 19), (27, 18)]",2,42,44
5,"(25, 19)","(26, 19)",West,"[((24, 19), 'West', 3, 41, 44)]","['(27, 16)']","['(27, 16)', '(24, 19)']","[(25, 19), (27, 17), (26, 19), (27, 19), (27, 18)]",2,42,44
6,"(27, 16)","(27, 17)",South,"[((27, 15), 'South', 4, 40, 44)]","['(24, 19)']","['(24, 19)', '(27, 15)']","[(25, 19), (27, 17), (27, 16), (26, 19), (27, 19), (27, 18)]",3,41,44
7,"(24, 19)","(25, 19)",West,"[((23, 19), 'West', 4, 40, 44)]","['(27, 15)']","['(27, 15)', '(23, 19)']","[(25, 19), (27, 17), (24, 19), (27, 16), (26, 19), (27, 19), (27, 18)]",3,41,44
8,"(27, 15)","(27, 16)",South,"[((27, 14), 'South', 5, 39, 44)]","['(23, 19)']","['(23, 19)', '(27, 14)']","[(27, 15), (25, 19), (27, 17), (24, 19), (27, 16), (26, 19), (27, 19), (27, 18)]",4,40,44
9,"(23, 19)","(24, 19)",West,"[((23, 18), 'South', 5, 39, 44)]","['(27, 14)']","['(27, 14)', '(23, 18)']","[(27, 15), (25, 19), (27, 17), (23, 19), (24, 19), (27, 16), (26, 19), (27, 19), (27, 18)]",4,40,44
10,"(27, 14)","(27, 15)",South,"[((27, 13), 'South', 6, 38, 44)]","['(23, 18)']","['(23, 18)', '(27, 13)']","[(27, 15), (25, 19), (27, 14), (27, 17), (23, 19), (24, 19), (27, 16), (26, 19), (27, 19), (27, 18)]",5,39,44
11,"(23, 18)","(23, 19)",South,"[((23, 17), 'South', 6, 38, 44)]","['(27, 13)']","['(27, 13)', '(23, 17)']","[(27, 15), (25, 19), (27, 14), (27, 17), (23, 19), (24, 19), (27, 16), (26, 19), (23, 18), (27, 19), (27, 18)]",5,39,44
12,"(27, 13)","(27, 14)",South,"[((26, 13), 'West', 7, 37, 44)]","['(23, 17)']","['(23, 17)', '(26, 13)']","[(27, 15), (25, 19), (27, 14), (27, 17), (23, 19), (24, 19), (27, 13), (27, 16), (26, 19), (23, 18), (27, 19), (27, 18)]",6,38,44
13,"(23, 17)","(23, 18)",South,"[((24, 17), 'East', 7, 39, 46)]","['(26, 13)']","['(26, 13)', '(24, 17)']","[(27, 15), (23, 17), (25, 19), (27, 14), (27, 17), (23, 19), (24, 19), (27, 13), (27, 16), (26, 19), (23, 18), (27, 19), (27, 18)]",6,38,44
14,"(26, 13)","(27, 13)",West,"[((25, 13), 'West', 8, 36, 44)]","['(24, 17)']","['(25, 13)', '(24, 17)']","[(27, 15), (23, 17), (25, 19), (27, 14), (27, 17), (23, 19), (26, 13), (24, 19), (27, 13), (27, 16), (26, 19), (23, 18), (27, 19), (27, 18)]",7,37,44
15,"(25, 13)","(26, 13)",West,"[((24, 13), 'West', 9, 35, 44)]","['(24, 17)']","['(24, 13)', '(24, 17)']","[(27, 15), (23, 17), (25, 19), (25, 13), (27, 14), (27, 17), (23, 19), (26, 13), (24, 19), (27, 13), (27, 16), (26, 19), (23, 18), (27, 19), (27, 18)]",8,36,44
16,"(24, 13)","(25, 13)",West,"[((23, 13), 'West', 10, 34, 44)]","['(24, 17)']","['(23, 13)', '(24, 17)']","[(27, 15), (23, 17), (25, 19), (25, 13), (27, 14), (27, 17), (23, 19), (26, 13), (24, 19), (27, 13), (24, 13), (27, 16), (26, 19), (23, 18), (27, 19), (27, 18)]",9,35,44
17,"(23, 13)","(24, 13)",West,"[((23, 12), 'South', 11, 33, 44)]","['(24, 17)']","['(23, 12)', '(24, 17)']","[(27, 15), (23, 17), (25, 19), (25, 13), (27, 14), (23, 13), (27, 17), (23, 19), (26, 13), (24, 19), (27, 13), (24, 13), (27, 16), (26, 19), (23, 18), (27, 19), (27, 18)]",10,34,44
18,"(23, 12)","(23, 13)",South,"[((23, 11), 'South', 12, 32, 44)]","['(24, 17)']","['(23, 11)', '(24, 17)']","[(27, 15), (23, 17), (25, 19), (25, 13), (27, 14), (23, 13), (27, 17), (23, 19), (26, 13), (24, 19), (27, 13), (24, 13), (23, 12), (27, 16), (26, 19), (23, 18), (27, 19), (27, 18)]",11,33,44
19,"(23, 11)","(23, 12)",South,"[((24, 11), 'East', 13, 33, 46)]","['(24, 17)']","['(24, 17)', '(24, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (25, 13), (25, 19), (23, 12), (23, 18), (27, 18), (27, 15), (26, 13), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17)]",12,32,44
20,"(24, 17)","(23, 17)",East,"[((25, 17), 'East', 8, 40, 48)]","['(24, 11)']","['(24, 11)', '(25, 17)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (27, 18), (27, 15), (26, 13), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17)]",7,39,46
21,"(24, 11)","(23, 11)",East,"[((25, 11), 'East', 14, 34, 48)]","['(25, 17)']","['(25, 17)', '(25, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (27, 18), (27, 15), (26, 13), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17)]",13,33,46
22,"(25, 17)","(24, 17)",East,"[((25, 16), 'South', 9, 39, 48)]","['(25, 11)']","['(25, 11)', '(25, 16)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (27, 18), (27, 15), (26, 13), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17), (25, 17)]",8,40,48
23,"(25, 11)","(24, 11)",East,"[((26, 11), 'East', 15, 35, 50)]","['(25, 16)']","['(25, 16)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (27, 18), (27, 15), (26, 13), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17), (25, 11), (25, 17)]",14,34,48
24,"(25, 16)","(25, 17)",South,"[((25, 15), 'South', 10, 38, 48)]","['(26, 11)']","['(25, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (27, 18), (27, 15), (26, 13), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17), (25, 11), (25, 17)]",9,39,48
25,"(25, 15)","(25, 16)",South,"[((24, 15), 'West', 11, 37, 48)]","['(26, 11)']","['(24, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17), (25, 11), (25, 17)]",10,38,48
26,"(24, 15)","(25, 15)",West,"[((23, 15), 'West', 12, 36, 48)]","['(26, 11)']","['(23, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",11,37,48
27,"(23, 15)","(24, 15)",West,"[((22, 15), 'West', 13, 35, 48)]","['(26, 11)']","['(22, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",12,36,48
28,"(22, 15)","(23, 15)",West,"[((21, 15), 'West', 14, 34, 48)]","['(26, 11)']","['(21, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (22, 15), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",13,35,48
29,"(21, 15)","(22, 15)",West,"[((20, 15), 'West', 15, 33, 48)]","['(26, 11)']","['(20, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (21, 15), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (23, 11), (23, 17), (22, 15), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",14,34,48
30,"(20, 15)","(21, 15)",West,"[((19, 15), 'West', 16, 32, 48)]","['(26, 11)']","['(19, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (21, 15), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (23, 11), (20, 15), (23, 17), (22, 15), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",15,33,48
31,"(19, 15)","(20, 15)",West,"[((18, 15), 'West', 17, 31, 48)]","['(26, 11)']","['(18, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (19, 15), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (21, 15), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (23, 11), (20, 15), (23, 17), (22, 15), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",16,32,48
32,"(18, 15)","(19, 15)",West,"[((17, 15), 'West', 18, 30, 48)]","['(26, 11)']","['(17, 15)', '(26, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (27, 19), (19, 15), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (21, 15), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (18, 15), (23, 11), (20, 15), (23, 17), (22, 15), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",17,31,48
33,"(17, 15)","(18, 15)",West,"[((17, 16), 'North', 19, 31, 50)]","['(26, 11)']","['(26, 11)', '(17, 16)']","[(23, 13), (23, 19), (27, 13), (27, 16), (17, 15), (27, 19), (19, 15), (24, 11), (25, 16), (25, 13), (25, 19), (24, 17), (21, 15), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (18, 15), (23, 11), (20, 15), (23, 17), (22, 15), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",18,30,48
34,"(26, 11)","(25, 11)",East,"[((27, 11), 'East', 16, 36, 52)]","['(17, 16)']","['(17, 16)', '(27, 11)']","[(23, 13), (23, 19), (27, 13), (27, 16), (17, 15), (27, 19), (19, 15), (24, 11), (25, 16), (26, 11), (25, 13), (25, 19), (24, 17), (21, 15), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (18, 15), (23, 11), (20, 15), (23, 17), (22, 15), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",15,35,50
35,"(17, 16)","(17, 15)",North,"[((17, 17), 'North', 20, 32, 52)]","['(27, 11)']","['(27, 11)', '(17, 17)']","[(23, 13), (23, 19), (27, 13), (27, 16), (17, 15), (27, 19), (19, 15), (24, 11), (25, 16), (26, 11), (25, 13), (25, 19), (24, 17), (21, 15), (23, 12), (23, 18), (23, 15), (27, 18), (27, 15), (26, 13), (25, 15), (24, 13), (24, 19), (26, 19), (18, 15), (23, 11), (20, 15), (23, 17), (22, 15), (17, 16), (27, 14), (27, 17), (25, 11), (25, 17), (24, 15)]",19,31,50
