iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
1,"(35, 1)",None,Start,"[((35, 2), 'North', 1, 0, 1), ((34, 1), 'West', 1, 0, 1)]",[],"['(35, 2)', '(34, 1)']","[(35, 1)]",0,0,0
2,"(35, 2)","(35, 1)",North,"[((35, 3), 'North', 2, 0, 2)]","['(34, 1)']","['(34, 1)', '(35, 3)']","[(35, 2), (35, 1)]",1,0,1
3,"(34, 1)","(35, 1)",West,"[((33, 1), 'West', 2, 0, 2)]","['(35, 3)']","['(35, 3)', '(33, 1)']","[(35, 2), (34, 1), (35, 1)]",1,0,1
4,"(35, 3)","(35, 2)",North,"[((35, 4), 'North', 3, 0, 3), ((34, 3), 'West', 3, 0, 3)]","['(33, 1)']","['(33, 1)', '(35, 4)', '(34, 3)']","[(35, 2), (35, 3), (34, 1), (35, 1)]",2,0,2
5,"(33, 1)","(34, 1)",West,[],"['(35, 4)', '(34, 3)']","['(35, 4)', '(34, 3)']","[(33, 1), (34, 1), (35, 1), (35, 3), (35, 2)]",2,0,2
6,"(35, 4)","(35, 3)",North,"[((35, 5), 'North', 4, 0, 4)]","['(34, 3)']","['(34, 3)', '(35, 5)']","[(33, 1), (35, 4), (34, 1), (35, 1), (35, 3), (35, 2)]",3,0,3
7,"(34, 3)","(35, 3)",West,"[((33, 3), 'West', 4, 0, 4)]","['(35, 5)']","['(35, 5)', '(33, 3)']","[(33, 1), (35, 4), (34, 1), (35, 1), (34, 3), (35, 3), (35, 2)]",3,0,3
8,"(35, 5)","(35, 4)",North,[],"['(33, 3)']","['(33, 3)']","[(33, 1), (35, 4), (34, 1), (35, 1), (34, 3), (35, 3), (35, 2), (35, 5)]",4,0,4
9,"(33, 3)","(34, 3)",West,"[((33, 4), 'North', 5, 0, 5), ((32, 3), 'West', 5, 0, 5)]",[],"['(33, 4)', '(32, 3)']","[(33, 1), (35, 4), (34, 1), (35, 1), (33, 3), (34, 3), (35, 3), (35, 2), (35, 5)]",4,0,4
10,"(33, 4)","(33, 3)",North,"[((33, 5), 'North', 6, 0, 6)]","['(32, 3)']","['(32, 3)', '(33, 5)']","[(33, 1), (35, 4), (34, 1), (35, 1), (33, 3), (34, 3), (35, 3), (35, 2), (35, 5), (33, 4)]",5,0,5
