iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
1,"(1, 19)",None,Start,"[((1, 18), 'South', 17), ((2, 19), 'East', 19)]",[],"['(1, 18)', '(2, 19)']","[(1, 19)]",0,18,18
2,"(1, 18)","(1, 19)",South,"[((1, 17), 'South', 16)]","['(2, 19)']","['(1, 17)', '(2, 19)']","[(1, 18), (1, 19)]",1,17,17
3,"(1, 17)","(1, 18)",South,"[((1, 16), 'South', 15)]","['(2, 19)']","['(1, 16)', '(2, 19)']","[(1, 17), (1, 18), (1, 19)]",2,16,16
4,"(1, 16)","(1, 17)",South,"[((1, 15), 'South', 14)]","['(2, 19)']","['(1, 15)', '(2, 19)']","[(1, 17), (1, 18), (1, 19), (1, 16)]",3,15,15
5,"(1, 15)","(1, 16)",South,"[((1, 14), 'South', 13)]","['(2, 19)']","['(1, 14)', '(2, 19)']","[(1, 18), (1, 15), (1, 17), (1, 16), (1, 19)]",4,14,14
6,"(1, 14)","(1, 15)",South,"[((1, 13), 'South', 12)]","['(2, 19)']","['(1, 13)', '(2, 19)']","[(1, 18), (1, 15), (1, 14), (1, 17), (1, 16), (1, 19)]",5,13,13
7,"(1, 13)","(1, 14)",South,"[((2, 13), 'East', 13)]","['(2, 19)']","['(2, 13)', '(2, 19)']","[(1, 18), (1, 15), (1, 14), (1, 17), (1, 13), (1, 16), (1, 19)]",6,12,12
8,"(2, 13)","(1, 13)",East,"[((3, 13), 'East', 14)]","['(2, 19)']","['(3, 13)', '(2, 19)']","[(1, 18), (1, 15), (1, 14), (2, 13), (1, 17), (1, 13), (1, 16), (1, 19)]",7,13,13
9,"(3, 13)","(2, 13)",East,"[((4, 13), 'East', 15)]","['(2, 19)']","['(4, 13)', '(2, 19)']","[(1, 18), (1, 15), (1, 14), (2, 13), (1, 17), (3, 13), (1, 13), (1, 16), (1, 19)]",8,14,14
10,"(4, 13)","(3, 13)",East,"[((5, 13), 'East', 16)]","['(2, 19)']","['(5, 13)', '(2, 19)']","[(1, 18), (1, 15), (4, 13), (1, 14), (2, 13), (1, 17), (3, 13), (1, 13), (1, 16), (1, 19)]",9,15,15
11,"(5, 13)","(4, 13)",East,"[((5, 12), 'South', 15)]","['(2, 19)']","['(5, 12)', '(2, 19)']","[(1, 18), (1, 15), (4, 13), (1, 14), (2, 13), (5, 13), (1, 17), (3, 13), (1, 13), (1, 16), (1, 19)]",10,16,16
12,"(5, 12)","(5, 13)",South,"[((5, 11), 'South', 14)]","['(2, 19)']","['(5, 11)', '(2, 19)']","[(1, 18), (1, 15), (4, 13), (1, 14), (2, 13), (5, 13), (1, 17), (3, 13), (1, 13), (1, 16), (1, 19), (5, 12)]",11,15,15
13,"(5, 11)","(5, 12)",South,"[((4, 11), 'West', 13)]","['(2, 19)']","['(4, 11)', '(2, 19)']","[(1, 18), (5, 11), (1, 15), (4, 13), (1, 14), (2, 13), (5, 13), (1, 17), (3, 13), (1, 13), (1, 16), (1, 19), (5, 12)]",12,14,14
14,"(4, 11)","(5, 11)",West,"[((3, 11), 'West', 12)]","['(2, 19)']","['(3, 11)', '(2, 19)']","[(1, 18), (5, 11), (1, 15), (4, 13), (1, 14), (2, 13), (5, 13), (1, 17), (3, 13), (1, 13), (1, 16), (4, 11), (1, 19), (5, 12)]",13,13,13
15,"(3, 11)","(4, 11)",West,"[((2, 11), 'West', 11)]","['(2, 19)']","['(2, 11)', '(2, 19)']","[(1, 18), (5, 11), (1, 15), (4, 13), (1, 14), (2, 13), (5, 13), (1, 17), (3, 13), (1, 13), (1, 16), (4, 11), (1, 19), (5, 12), (3, 11)]",14,12,12
16,"(2, 11)","(3, 11)",West,"[((1, 11), 'West', 10)]","['(2, 19)']","['(1, 11)', '(2, 19)']","[(1, 18), (5, 11), (1, 15), (4, 13), (1, 14), (2, 13), (5, 13), (1, 17), (3, 13), (1, 13), (1, 16), (4, 11), (1, 19), (2, 11), (5, 12), (3, 11)]",15,11,11
17,"(1, 11)","(2, 11)",West,"[((1, 10), 'South', 9)]","['(2, 19)']","['(1, 10)', '(2, 19)']","[(1, 18), (5, 11), (1, 15), (4, 13), (1, 11), (1, 14), (2, 13), (5, 13), (1, 17), (3, 13), (1, 13), (1, 16), (4, 11), (1, 19), (2, 11), (5, 12), (3, 11)]",16,10,10
18,"(1, 10)","(1, 11)",South,"[((1, 9), 'South', 8)]","['(2, 19)']","['(1, 9)', '(2, 19)']","[(1, 18), (5, 11), (1, 15), (4, 13), (1, 11), (1, 14), (2, 13), (5, 13), (1, 17), (3, 13), (1, 13), (1, 10), (1, 16), (4, 11), (1, 19), (2, 11), (5, 12), (3, 11)]",17,9,9
19,"(1, 9)","(1, 10)",South,"[((1, 8), 'South', 7), ((2, 9), 'East', 9)]","['(2, 19)']","['(1, 8)', '(2, 19)', '(2, 9)']","[(5, 13), (3, 13), (2, 11), (1, 9), (1, 18), (1, 15), (4, 11), (5, 12), (1, 11), (1, 14), (2, 13), (1, 17), (3, 11), (5, 11), (4, 13), (1, 13), (1, 10), (1, 16), (1, 19)]",18,8,8
20,"(1, 8)","(1, 9)",South,"[((1, 7), 'South', 6)]","['(2, 9)', '(2, 19)']","['(1, 7)', '(2, 19)', '(2, 9)']","[(5, 13), (3, 13), (2, 11), (1, 9), (1, 18), (1, 15), (4, 11), (5, 12), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 11), (5, 11), (4, 13), (1, 13), (1, 10), (1, 16), (1, 19)]",19,7,7
21,"(1, 7)","(1, 8)",South,"[((2, 7), 'East', 7)]","['(2, 9)', '(2, 19)']","['(2, 7)', '(2, 19)', '(2, 9)']","[(5, 13), (3, 13), (2, 11), (1, 9), (1, 18), (1, 15), (4, 11), (5, 12), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 11), (5, 11), (4, 13), (1, 7), (1, 13), (1, 10), (1, 16), (1, 19)]",20,6,6
22,"(2, 7)","(1, 7)",East,"[((3, 7), 'East', 8)]","['(2, 9)', '(2, 19)']","['(3, 7)', '(2, 19)', '(2, 9)']","[(5, 13), (3, 13), (2, 11), (1, 9), (1, 18), (1, 15), (4, 11), (5, 12), (2, 7), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 11), (5, 11), (4, 13), (1, 7), (1, 13), (1, 10), (1, 16), (1, 19)]",21,7,7
23,"(3, 7)","(2, 7)",East,"[((3, 6), 'South', 7)]","['(2, 9)', '(2, 19)']","['(3, 6)', '(2, 19)', '(2, 9)']","[(3, 7), (5, 13), (3, 13), (2, 11), (1, 9), (1, 18), (1, 15), (4, 11), (5, 12), (2, 7), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 11), (5, 11), (4, 13), (1, 7), (1, 13), (1, 10), (1, 16), (1, 19)]",22,8,8
24,"(3, 6)","(3, 7)",South,"[((3, 5), 'South', 6)]","['(2, 9)', '(2, 19)']","['(3, 5)', '(2, 19)', '(2, 9)']","[(3, 7), (5, 13), (3, 13), (2, 11), (1, 9), (1, 18), (1, 15), (3, 6), (4, 11), (5, 12), (2, 7), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 11), (5, 11), (4, 13), (1, 7), (1, 13), (1, 10), (1, 16), (1, 19)]",23,7,7
25,"(3, 5)","(3, 6)",South,"[((2, 5), 'West', 5)]","['(2, 9)', '(2, 19)']","['(2, 5)', '(2, 19)', '(2, 9)']","[(3, 7), (5, 13), (3, 13), (2, 11), (1, 9), (1, 18), (1, 15), (3, 6), (4, 11), (5, 12), (2, 7), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 5), (3, 11), (5, 11), (4, 13), (1, 7), (1, 13), (1, 10), (1, 16), (1, 19)]",24,6,6
26,"(2, 5)","(3, 5)",West,"[((1, 5), 'West', 4)]","['(2, 9)', '(2, 19)']","['(1, 5)', '(2, 19)', '(2, 9)']","[(3, 7), (5, 13), (3, 13), (2, 5), (2, 11), (1, 9), (1, 18), (1, 15), (3, 6), (4, 11), (5, 12), (2, 7), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 5), (3, 11), (5, 11), (4, 13), (1, 7), (1, 13), (1, 10), (1, 16), (1, 19)]",25,5,5
27,"(1, 5)","(2, 5)",West,"[((1, 4), 'South', 3)]","['(2, 9)', '(2, 19)']","['(1, 4)', '(2, 19)', '(2, 9)']","[(3, 7), (5, 13), (3, 13), (2, 5), (2, 11), (1, 9), (1, 18), (1, 15), (3, 6), (4, 11), (5, 12), (2, 7), (1, 5), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 5), (3, 11), (5, 11), (4, 13), (1, 7), (1, 13), (1, 10), (1, 16), (1, 19)]",26,4,4
28,"(1, 4)","(1, 5)",South,"[((1, 3), 'South', 2)]","['(2, 9)', '(2, 19)']","['(1, 3)', '(2, 19)', '(2, 9)']","[(3, 7), (5, 13), (3, 13), (2, 5), (2, 11), (1, 9), (1, 18), (1, 15), (3, 6), (4, 11), (5, 12), (2, 7), (1, 5), (1, 11), (1, 8), (1, 14), (2, 13), (1, 17), (3, 5), (3, 11), (5, 11), (4, 13), (1, 4), (1, 7), (1, 13), (1, 10), (1, 16), (1, 19)]",27,3,3
